scenario_id,scenario_type,linked_items,item_count
18528,location,"Aluminum Plates, Sheets and Strip, Thickness > 0.2mm;Cameras and Video Camera Recorders;Cruise Ships, Excursion Boats, Ferry-Boats, Cargo Ships, Barges;Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents;Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather;Motor cars and other motor vehicles for transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity 1500 cc to 3000 cc;Other Coal, Not Agglomerated;Parts suitable for use solely or principally with the engines of heading 8407 or 8408",8
18529,location,"Motor vehicles for the transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1,000 cc",1
18530,location,"Motor vehicles for the transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1,000 cc",1
18531,location,Wind Turbines,1
18532,location,"Structures and parts of structures, of aluminum",1
18533,location,Machines and apparatus for arc (including plasma arc) welding of metals;Portable automatic data processing machines,2
18534,location,Printed Circuits,1
18535,location,"Corn (maize);Frozen meat of swine, other than carcasses and half-carcasses",2
18536,location,Soybeans,1
18537,location,Gym equipment,1
18538,location,"Machinery for the preparation of fruits, nuts, or vegetables",1
18539,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18540,location,"Military Vehicles;Washing and cleaning preparations, put up for retail sale",2
18541,location,Food Preparations n.e.c.;T-Shirts,2
18542,location,"Immunological products, put up in measured doses;Medicaments consisting of mixed or unmixed products",2
18543,location,Electrotherapy Devices,1
18544,location,Crude Oil,1
18545,location,"Parts of spacecraft, satellites, and similar vehicles;Spacecraft, satellites, and similar vehicles",2
18546,location,Optical Modulators,1
18547,location,"Air Conditioning Machines Not Incorporating a Refrigerating Unit;Articles of Cement, Concrete or Artificial Stone;Ethylene Glycol;Flexible Intermediate Bulk Containers;Polyethers, in primary forms;Polyethylene, specific gravity of 0.94 or more;Railway or tramway goods vans and wagons, not self-propelled;Railway or tramway tank cars and the like",8
18548,location,"Lumber, coniferous (softwood), sawn or chipped lengthwise;Wood in the rough, coniferous, whether or not stripped of bark or sapwood",2
18549,location,"Wood (including strips and friezes for parquet flooring, not assembled)",1
18550,location,Sporting Goods,1
18551,location,Vaccines for human medicine,1
18552,location,"Tubes, pipes and hollow profiles, seamless, of iron or steel;Tubular Products for Oil and Gas",2
18553,location,Natural Gas,1
18554,location,Natural Gas,1
18555,location,Crude Petroleum Oils,1
18556,location,"Building Blocks and Bricks of Cement, Concrete or Artificial Stone;Real Estate Development Services",2
18557,location,"Kitchen Furniture;Metal furniture, other than office furniture;Prepared binders for foundry molds or cores; chemical products and preparations of the chemical or allied industries",4
18558,location,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations, not elsewhere specified;Garments, made up of fabrics of heading 5602 or 5603;Glass containers for packing or conveyance of goods;Guavas, mangoes and mangosteens, fresh or dried;Handbags, whether or not with shoulder strap, including those without handle, with outer surface of leather;Illuminated Signs and Displays;Insecticides",8
18559,location,"Electric Lamps and Lighting Fittings;Food Preparations n.e.c.;T-Shirts;Women's or girls' dresses, of cotton, not knitted or crocheted",4
18560,location,"Motorboats, other than outboard motorboats, principally designed for the transport of persons;Other vessels for the transport of persons or goods and other vessels for the transport of both persons and goods",2
18561,location,Battery Parts;Lithium-ion Batteries,2
18562,location,"Beverages, non-alcoholic, sweetened or flavored",1
18563,location,Edible fruit and nut preparations;Sauces and preparations therefor,2
18564,location,"Liqueurs and Cordials;Parts and accessories of motor vehicles;Passenger Motor Vehicles with Spark-Ignition Internal Combustion Reciprocating Piston Engine of a Cylinder Capacity Exceeding 3,000 cc;Rum and Other Spirits;Whiskies",5
18565,location,Vaccines for veterinary medicine,1
18566,location,Dispensing systems,1
18567,location,Parts of engines and motors;Parts of machines and mechanical appliances,2
18568,location,Bentonite,1
18569,location,Floating or submersible drilling or production platforms,1
18570,location,Prepared or preserved poultry,1
18571,location,Calcium carbonate,1
18572,location,"Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form",1
18573,location,Pharmaceutical products (Humira),1
18574,location,Networking Equipment,1
18575,location,Machinery for treatment of materials by a process involving a change of temperature;Medicaments consisting of mixed or unmixed products;Reagents and diagnostic or laboratory reagents,3
18576,location,Parts of machines and mechanical appliances,1
18577,location,"Glassware for table, kitchen, toilet, office, indoor decoration or similar purposes",1
18578,location,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",1
18579,location,Liqueurs and Cordials;Whiskies,2
18580,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18581,location,Nuclear Reactors;Personal deodorants and antiperspirants;Radar apparatus,3
18582,location,Industrial Valves,1
18583,location,Coloring matter of vegetable or animal origin,1
18584,location,Salt (including table salt and denatured salt),1
18585,location,"Cans, iron or steel",1
18586,location,Composite Cans,1
18587,location,Adhesives based on polymers of headings 39.01 to 39.13 or on rubber,1
18588,location,Catheters,1
18589,location,"Other Pumps;Other Tubes and Pipes, Fittings;Subsea Robotics (e.g., ROVs - Remotely Operated Vehicles)",3
18590,location,Drilling Fluids and Additives,1
18591,location,"Kaolin and Other Kaolinic Clays;Paper and Paperboard, Surface-Decorated or Printed, Coated, Impregnated or Covered with Plastics",2
18592,location,Floating or submersible drilling or production platforms,1
18593,location,"Tubes, pipes and hoses, rigid, of polymers of ethylene",1
18594,location,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher,1
18595,location,Other Articles of Titanium,1
18596,location,"Aluminium foil, not backed, rolled but not further worked;Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents;Medical, surgical, dental or veterinary instruments and appliances, n.e.s.;Static Converters",4
18597,location,"Arc Welding Equipment;Cartons, boxes and cases, of corrugated paper or paperboard;Escalators and Moving Walkways;Lifts and Skip Hoists;Parts of Lifts, Skip Hoists or Escalators",5
18598,location,Bromine Compounds,1
18599,location,Natural Gas,1
18600,location,Artificial Teeth;Medical Instruments and Appliances,2
18601,location,Natural Gas,1
18602,location,Crude Petroleum Oils,1
18603,location,Automatic semiconductor testing equipment;Other instruments and apparatus for measuring or checking electrical quantities,2
18604,location,"Petroleum oils and oils obtained from bituminous minerals, crude",1
18605,location,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",1
18606,location,"Other Electronic Integrated Circuits;Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits;Static converters (for example, rectifiers)",3
18607,location,"Automatic Vending Machines;Electronic integrated circuits;Force Sensors and Load Cells;Strain Gages;Vaccines, for human medicine",5
18608,location,Electronic Integrated Circuits;Other Electronic Integrated Circuits;Semiconductor Memories,3
18609,location,"Herbicides, anti-sprouting products and plant-growth regulators;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",2
18610,location,"Input or output units, whether or not containing storage units in the same housing;Motorcycles with reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 800 cc;Office machines, n.e.s.;Point-of-Sale Terminals;Point-of-sale terminals, ATMs and similar machines",5
18611,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18612,location,Prepared foods obtained by the swelling or roasting of cereals or cereal products;Prepared foods obtained from unroasted cereal flakes or mixtures,2
18613,location,Power Management ICs;Semiconductor-based Sensors,2
18614,location,"Footwear with outer soles of rubber, plastics or composition leather and uppers of leather;Mass spectrometers",2
18615,location,"Cereal grains otherwise worked, prepared or preserved;Food preparations not elsewhere specified or included;Instruments for physical or chemical analysis;Plastic articles for the conveyance or packing of goods, of plastics;Sweet biscuits",5
18616,location,Switches for Electrical Circuits,1
18617,location,"Integrated Circuits (ICs);Mangoes, mangosteens, and guavas, fresh or dried;Other apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network;Semiconductor-based Sensors;Static Converters",5
18618,location,Cartridges for shotguns,1
18619,location,Cartridges for rifles or pistols;Other ammunition and projectiles,2
18620,location,Engineered Wood Siding;Oriented Strand Board (OSB);Wooden Flooring Panels,3
18621,location,Instruments and apparatus for physical or chemical analysis;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Tractors (other than tractors of heading 8709),3
18622,location,"Cartons, boxes and cases, corrugated paper or paperboard",1
18623,location,Centrifugal Pumps;Parts of Pumps,2
