Main Product Name,HS Code,Input Product,Industry,NAICS Code,Percentage Cost
Golf Gloves,560394,Knitted or crocheted fabrics,Textile Mills,313310,10.0
Optical Media for Software,852341,Optical media for software,Computer and Electronic Product Manufacturing,334613,50.0
Optical Media for Software,392690,Plastic parts for optical discs,Plastics Product Manufacturing,326199,20.0
Optical Media for Software,760720,Aluminum foil for optical media,Aluminum Product Manufacturing,331315,10.0
Perfume and Toilet Water,330290,Mixtures of odoriferous substances for the food or drink industries,Chemical Manufacturing,325199,20.0
Perfume and Toilet Water,330113,Essential oils of lemon,Chemical Manufacturing,325199,15.0
Perfume and Toilet Water,291539,Esters of aromatic acids,Chemical Manufacturing,325199,10.0
Perfume and Toilet Water,330491,Beauty or make-up preparations,Cosmetics and Beauty Products,325620,12.0
Optical Media for Software,852341,Optical media for reproducing software,Computer and Electronic Product Manufacturing,334614,30.0
Optical Media for Software,390110,Polyethylene with a specific gravity of less than 0.94,Plastics and Rubber Products Manufacturing,326111,25.0
Optical Media for Software,850490,"Parts of electrical transformers, static converters, and inductors","Electrical Equipment, Appliance, and Component Manufacturing",335999,15.0
Parts of airplanes or helicopters,760820,Aluminum tubes and pipes,Aluminum Manufacturing,33131,15.0
Parts of airplanes or helicopters,730890,Iron or steel structures and parts thereof,Iron and Steel Mills and Ferroalloy Manufacturing,33111,12.0
Parts of airplanes or helicopters,841191,Parts of turbojets or turbopropellers,Aerospace Product and Parts Manufacturing,33641,20.0
Parts of airplanes or helicopters,750890,Other nickel articles,Nonferrous Metal (except Aluminum) Production and Processing,33149,10.0
Parts of airplanes or helicopters,401130,"New pneumatic tires, of rubber, of a kind used on aircraft",Rubber Product Manufacturing,32621,5.0
"Aircraft, powered, nes, of an unladen weight exceeding 15,000 kg",880730,Propellers and rotors and parts thereof,Aerospace Product and Parts Manufacturing,336413,5.0
"Aircraft, powered, nes, of an unladen weight exceeding 15,000 kg",880320,Undercarriages and parts thereof,Aerospace Product and Parts Manufacturing,336413,3.5
"Aircraft, powered, nes, of an unladen weight exceeding 15,000 kg",880330,Other parts of airplanes or helicopters,Aerospace Product and Parts Manufacturing,336413,12.0
"Aircraft, powered, nes, of an unladen weight exceeding 15,000 kg",731100,"Containers for compressed or liquefied gas, of iron or steel",Iron and Steel Mills and Ferroalloy Manufacturing,331110,1.5
"Aircraft, powered, nes, of an unladen weight exceeding 15,000 kg",841121,Turbojets of a thrust exceeding 25 kN,Aerospace Product and Parts Manufacturing,336412,30.0
"Aircraft, powered, nes, of an unladen weight exceeding 15,000 kg",401130,"New pneumatic tires, of rubber of a kind used on aircraft",Tire Manufacturing,326211,0.5
Optical Media for Software,852390,Prepared unrecorded media for sound recording or similar recording of other phenomena,Software and Other Prerecorded and Record Reproducing,334614,15.0
Optical Media for Software,392690,Other articles of plastics and articles of other materials of headings 3901 to 3914,Plastics Product Manufacturing,326199,5.0
Optical Media for Software,392310,"Boxes, cases, crates and similar articles, of plastics",Plastics Product Manufacturing,326199,2.0
"Aircraft, powered, nes, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",880330,"Parts of airplanes or helicopters, nes",Aerospace Product and Parts Manufacturing,336413,40.0
"Aircraft, powered, nes, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",401130,"New pneumatic tires, of rubber, of a kind used on aircraft",Rubber Product Manufacturing,326211,5.0
"Aircraft, powered, nes, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",731815,"Threaded screws and bolts, of iron or steel",Hardware Manufacturing,332722,2.0
"Aircraft, powered, nes, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",760820,Aluminum tubes and pipes,Aluminum Product Manufacturing,331318,3.0
Optical Media for Software,852341,Optical media for reproducing computer software,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",334614,50.0
Optical Media for Software,392690,Other articles of plastics,Plastics Product Manufacturing,326199,10.0
Optical Media for Software,850440,Static converters,Electrical Equipment Manufacturing,335999,5.0
Surgical Instruments and Appliances,722300,Stainless steel in primary forms,Steel Manufacturing,331110,25.0
Surgical Instruments and Appliances,901890,Parts and accessories for medical instruments,Medical Equipment and Supplies Manufacturing,339113,15.0
Surgical Instruments and Appliances,731815,"Other screws and bolts, whether or not with their nuts or washers",Hardware Manufacturing,332722,5.0
Surgical Instruments and Appliances,848410,Gaskets and similar joints of metal sheeting combined with other material,"Gasket, Packing, and Sealing Device Manufacturing",339991,3.0
Surgical Instruments and Appliances,392690,Other articles of plastics,Plastics Product Manufacturing,326199,2.0
Cash Registers,854239,Electronic integrated circuits and microassemblies,Semiconductor and Other Electronic Component Manufacturing,334413,25.0
Cash Registers,847330,Parts and accessories of the machines of heading 8471,Computer and Peripheral Equipment Manufacturing,334118,15.0
Cash Registers,853710,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536, for electric control or the distribution of electricity",Electrical Equipment Manufacturing,335314,10.0
Cash Registers,392690,Other articles of plastics and articles of other materials of headings 3901 to 3914,Plastics Product Manufacturing,326199,5.0
Cash Registers,731815,"Threaded screws and bolts, of iron or steel",Hardware Manufacturing,332722,2.0
Point-of-Sale Terminals,854231,Electronic Integrated Circuits,Semiconductor and Related Device Manufacturing,334413,25.0
Point-of-Sale Terminals,847330,Parts and Accessories of Machines of Heading 8471,Computer and Peripheral Equipment Manufacturing,334111,15.0
Point-of-Sale Terminals,854442,"Insulated Wire, Cable and Other Electric Conductors",Wire and Cable Manufacturing,335929,10.0
Point-of-Sale Terminals,853710,"Boards, Panels, Consoles for Electric Control",Switchgear and Switchboard Apparatus Manufacturing,335313,8.0
Point-of-Sale Terminals,392690,Articles of Plastics,Plastics Product Manufacturing,326199,5.0
"Plastic Sacks and Bags (including Cones), of Polymers of Ethylene",390120,Polyethylene in primary forms,Plastics Material and Resin Manufacturing,325211,50.0
"Plastic Sacks and Bags (including Cones), of Polymers of Ethylene",390110,Polyethylene having a specific gravity of less than 0.94,Plastics Material and Resin Manufacturing,325211,20.0
"Plastic Sacks and Bags (including Cones), of Polymers of Ethylene",390140,Ethylene-vinyl acetate copolymers,Plastics Material and Resin Manufacturing,325211,10.0
Other Articles of Plastics,390210,Polypropylene,Plastics Material and Resin Manufacturing,325211,20.0
Other Articles of Plastics,390120,Polyethylene,Plastics Material and Resin Manufacturing,325211,15.0
Other Articles of Plastics,390319,Polystyrene,Plastics Material and Resin Manufacturing,325211,10.0
Other Articles of Plastics,390690,Acrylic Polymers,Plastics Material and Resin Manufacturing,325211,5.0
Other Articles of Plastics,390740,Polycarbonates,Plastics Material and Resin Manufacturing,325211,8.0
Monolithic Microwave Integrated Circuits (MMICs),854231,Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,30.0
Monolithic Microwave Integrated Circuits (MMICs),854233,Monolithic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,25.0
Monolithic Microwave Integrated Circuits (MMICs),854239,Other Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,15.0
Monolithic Microwave Integrated Circuits (MMICs),381800,Chemical Elements Doped for Use in Electronics,Basic Chemical Manufacturing,325180,10.0
Diodes and Transistors,854150,Semiconductor Devices,Semiconductor and Other Electronic Component Manufacturing,334413,30.0
Diodes and Transistors,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,Industrial Machinery Manufacturing,333242,15.0
Diodes and Transistors,381800,Chemical compounds doped for use in electronics,Basic Chemical Manufacturing,325180,10.0
Diodes and Transistors,740311,Refined Copper Cathodes and Sections,Nonferrous Metal (except Aluminum) Production and Processing,331420,12.0
RF Power Amplifiers,854231,Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,30.0
RF Power Amplifiers,854239,Other Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,25.0
RF Power Amplifiers,853650,Electrical Switches,Electrical Equipment Manufacturing,335314,10.0
RF Power Amplifiers,854320,Signal Generators,Electrical Equipment Manufacturing,335999,15.0
Optical Media for Software,852321,Cards Incorporating a Magnetic Stripe,Magnetic and Optical Media Manufacturing,334613,20.0
Optical Media for Software,852329,Other Magnetic Media,Magnetic and Optical Media Manufacturing,334613,15.0
Optical Media for Software,854232,Memory Chips,Semiconductor and Other Electronic Component Manufacturing,334413,25.0
Optical Media for Software,847170,Storage Units,Computer and Peripheral Equipment Manufacturing,334112,10.0
Electric Trucks,8507.60,Lithium-ion Batteries,Battery Manufacturing,335911,25.0
Electric Trucks,8708.40,Gearboxes and Parts,Motor Vehicle Parts Manufacturing,336350,15.0
Electric Trucks,8544.49,Electric Conductors,Wiring Device Manufacturing,335932,10.0
Electric Trucks,8708.29,Parts and Accessories of Bodies,Motor Vehicle Body and Trailer Manufacturing,336211,12.0
Electric Trucks,7604.29,Aluminum Bars and Rods,Aluminum Product Manufacturing,331318,8.0
"Fuel, Lubricating or Cooling Medium Pumps for Internal Combustion Piston Engines",732690,Other Articles of Iron or Steel,Iron and Steel Manufacturing,331210,20.0
"Fuel, Lubricating or Cooling Medium Pumps for Internal Combustion Piston Engines",841330,Parts Suitable for Use with Spark-Ignition Internal Combustion Piston Engines,Engine and Turbine Manufacturing,333618,25.0
"Fuel, Lubricating or Cooling Medium Pumps for Internal Combustion Piston Engines",848210,Ball Bearings,Bearing Manufacturing,332991,15.0
"Fuel, Lubricating or Cooling Medium Pumps for Internal Combustion Piston Engines",850300,Parts of Electric Motors and Generators,Electric Motor Manufacturing,335312,10.0
"AC Motors, Multiphase, of an Output Exceeding 750 W but Not Exceeding 75 kW",850300,Parts suitable for use solely or principally with electric motors and generators,Electrical Equipment Manufacturing,335312,30.0
"AC Motors, Multiphase, of an Output Exceeding 750 W but Not Exceeding 75 kW",732690,Other articles of iron or steel,Iron and Steel Manufacturing,331110,15.0
"AC Motors, Multiphase, of an Output Exceeding 750 W but Not Exceeding 75 kW",850490,"Parts for transformers, static converters, and inductors",Electrical Equipment Manufacturing,335311,10.0
"AC Motors, Multiphase, of an Output Exceeding 750 W but Not Exceeding 75 kW",760120,Unwrought aluminium alloys,Aluminum Production,331313,5.0
Other Vessels for Transport of Persons or Goods,730890,Structures and parts of structures of iron or steel,Fabricated Metal Product Manufacturing,3323,25.0
Other Vessels for Transport of Persons or Goods,731100,"Containers for compressed or liquefied gas, of iron or steel",Fabricated Metal Product Manufacturing,3324,15.0
Other Vessels for Transport of Persons or Goods,840999,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,10.0
Other Vessels for Transport of Persons or Goods,848180,"Taps, cocks, valves and similar appliances, for pipes, boiler shells, tanks, vats or the like",Other General Purpose Machinery Manufacturing,3339,5.0
Other Vessels for Transport of Persons or Goods,890800,Vessels and other floating structures for breaking up,Ship and Boat Building,3366,30.0
